timestamp,price,action,timeframe,status,entry_price,exit_time,exit_price,result,signal_id,strategy_name,candles,trade_id,entry_time
,,buy,120,completed,67349.86771781227,1718271207.138,67303.45611507825,loss,1718270902530,SMA Crossover,"[(1718271087.219, 67349.86771781227), (1718271092.07, 67349.84143637578), (1718271097.119, 67345.36339535932), (1718271102.067, 67345.36339535932), (1718271107.05, 67345.36339535932), (1718271112.062, 67317.14514824047), (1718271117.049, 67283.50921273841), (1718271122.088, 67309.02871061538), (1718271127.07, 67309.02871061538), (1718271132.052, 67300.54966830986), (1718271137.057, 67299.45748492877), (1718271142.069, 67289.8212342047), (1718271147.049, 67290.95879968359), (1718271152.053, 67294.58747926353), (1718271157.069, 67294.58747926353), (1718271162.051, 67299.10699670616), (1718271167.068, 67297.90720326176), (1718271172.073, 67298.74467867818), (1718271177.053, 67303.50548282322), (1718271182.061, 67303.7943818309), (1718271187.117, 67303.88411483409), (1718271192.079, 67305.56247857974), (1718271197.053, 67311.10781115376), (1718271202.12, 67311.10781115376), (1718271207.138, 67303.45611507825)]",,1718271082.5309932
,,sell,60,completed,67294.58747926353,1718271212.127,67303.45611507825,loss,1718270967514,RSI Overbought,"[(1718271152.053, 67294.58747926353), (1718271157.069, 67294.58747926353), (1718271162.051, 67299.10699670616), (1718271167.068, 67297.90720326176), (1718271172.073, 67298.74467867818), (1718271177.053, 67303.50548282322), (1718271182.061, 67303.7943818309), (1718271187.117, 67303.88411483409), (1718271192.079, 67305.56247857974), (1718271197.053, 67311.10781115376), (1718271202.12, 67311.10781115376), (1718271212.127, 67303.45611507825)]",,1718271147.5140529
,,sell,60,completed,67310.26558882998,1718271457.121,67319.56318789125,loss,1718271213034,RSI Overbought,"[(1718271397.429, 67310.26558882998), (1718271403.14, 67311.81909067076), (1718271408.324, 67311.81909067076), (1718271412.302, 67304.60914820064), (1718271417.323, 67308.35856087605), (1718271424.622, 67307.86903881929), (1718271428.831, 67313.21031189918), (1718271433.003, 67313.46274105468), (1718271437.211, 67316.54431510875), (1718271442.139, 67318.98231718635), (1718271448.109, 67317.8496327521), (1718271452.113, 67319.5977529107), (1718271457.121, 67319.56318789125)]",,1718271393.0344448
,,sell,60,completed,67318.81854825128,1718271522.052,67324.2549652717,loss,1718271278071,RSI Overbought,"[(1718271462.048, 67318.81854825128), (1718271467.068, 67322.47317441576), (1718271472.154, 67320.88541128804), (1718271477.046, 67317.41975693934), (1718271482.067, 67315.19470434905), (1718271487.126, 67315.19470434905), (1718271492.079, 67321.72450070926), (1718271497.064, 67329.00643865661), (1718271502.142, 67328.07035132528), (1718271507.057, 67336.73747347711), (1718271512.336, 67338.39670834561), (1718271517.144, 67338.39670834561), (1718271522.052, 67324.2549652717)]",,1718271458.0718322
,,buy,120,completed,67221.20447434673,1718271977.057,67230.28790354353,win,1718271673119,SMA Crossover,"[(1718271857.056, 67221.20447434673), (1718271862.075, 67221.20447434673), (1718271867.053, 67216.80942172479), (1718271872.065, 67217.77930219425), (1718271877.075, 67217.4587869486), (1718271882.063, 67217.65881632121), (1718271887.07, 67217.04532957825), (1718271892.076, 67216.66530308659), (1718271897.053, 67201.19411560806), (1718271902.058, 67198.93715426097), (1718271907.131, 67204.156408107), (1718271912.066, 67208.37064634768), (1718271917.057, 67211.35805033108), (1718271922.14, 67221.99597174741), (1718271927.053, 67217.06649001563), (1718271932.132, 67218.79273025527), (1718271937.151, 67210.05793273343), (1718271942.152, 67211.85747047381), (1718271947.122, 67208.70420531026), (1718271952.227, 67220.49022678834), (1718271958.528, 67232.56564114528), (1718271962.143, 67228.77199473127), (1718271967.531, 67229.96478984383), (1718271972.425, 67230.28790354353), (1718271977.057, 67230.28790354353)]",,1718271853.1191223
,,buy,120,completed,67271.96363447235,1718272087.121,67271.96363447235,loss,1718269623766,SMA Crossover,"[(1718272087.121, 67271.96363447235)]",,1718269803.7665882
,,sell,60,completed,67264.8100087505,1718272094.739,67264.8100087505,loss,1718269712612,RSI Overbought,"[(1718272094.739, 67264.8100087505)]",,1718269892.6126764
,,buy,120,completed,67326.14461323601,1718272557.054,67342.14040229756,win,1718272252495,SMA Crossover,"[(1718272437.052, 67326.14461323601), (1718272442.062, 67326.14461323601), (1718272447.15, 67326.12469890581), (1718272453.015, 67325.95116506002), (1718272457.639, 67324.61210657196), (1718272462.618, 67324.61210657196), (1718272470.273, 67321.2368267055), (1718272472.143, 67326.0401537694), (1718272477.148, 67326.0401537694), (1718272482.154, 67330.39909469377), (1718272487.324, 67330.39909469377), (1718272492.241, 67328.83520977617), (1718272497.139, 67333.85337000262), (1718272502.063, 67335.3331586032), (1718272507.071, 67334.29006133757), (1718272512.065, 67337.0963932502), (1718272517.058, 67339.29100085044), (1718272522.08, 67338.6044937369), (1718272527.051, 67340.86768997453), (1718272532.06, 67342.21337047615), (1718272537.083, 67348.86975213759), (1718272542.053, 67341.39932329292), (1718272547.058, 67341.60929027329), (1718272552.074, 67338.31337473729), (1718272557.054, 67342.14040229756)]",,1718272432.4954615
,,sell,60,completed,67333.85337000262,1718272562.071,67338.81452171244,loss,1718272314662,RSI Overbought,"[(1718272497.139, 67333.85337000262), (1718272502.063, 67335.3331586032), (1718272507.071, 67334.29006133757), (1718272512.065, 67337.0963932502), (1718272517.058, 67339.29100085044), (1718272522.08, 67338.6044937369), (1718272527.051, 67340.86768997453), (1718272532.06, 67342.21337047615), (1718272537.083, 67348.86975213759), (1718272542.053, 67341.39932329292), (1718272547.058, 67341.60929027329), (1718272552.074, 67338.31337473729), (1718272562.071, 67338.81452171244)]",,1718272494.6627543
,,sell,60,completed,67338.81452171244,1718272622.064,67374.88127448165,loss,1718272377863,RSI Overbought,"[(1718272567.123, 67340.66567742595), (1718272572.075, 67347.37204846344), (1718272577.058, 67356.00370436121), (1718272582.072, 67355.44915145423), (1718272587.052, 67356.82402708149), (1718272592.067, 67360.30547849937), (1718272597.073, 67361.80136345928), (1718272602.054, 67360.39794692013), (1718272607.064, 67363.0813922024), (1718272612.121, 67360.9652312354), (1718272617.054, 67374.25662663487), (1718272622.064, 67374.88127448165)]",,1718272557.8637166
,,sell,60,completed,67415.5095697905,1718272867.144,67416.26059244943,loss,1718272622476,RSI Overbought,"[(1718272807.135, 67415.5095697905), (1718272814.469, 67415.53617458766), (1718272817.066, 67409.37454520508), (1718272822.219, 67409.37454520508), (1718272828.429, 67406.45385629716), (1718272834.13, 67407.17289685611), (1718272838.029, 67406.69120530409), (1718272842.222, 67408.40843027714), (1718272847.144, 67407.33845111192), (1718272852.136, 67405.72930328439), (1718272857.157, 67411.44931185847), (1718272862.123, 67414.76046375153), (1718272867.144, 67416.26059244943)]",,1718272802.4765947
,,sell,60,completed,67416.26059244943,1718272927.117,67401.56134556819,win,1718272683359,RSI Overbought,"[(1718272872.072, 67409.46135620616), (1718272877.237, 67407.10627283795), (1718272882.15, 67415.81173688025), (1718272887.127, 67415.9276351841), (1718272892.182, 67411.3978873922), (1718272897.137, 67411.3978873922), (1718272902.053, 67412.66534177642), (1718272907.054, 67414.08984394782), (1718272912.142, 67405.80863174296), (1718272917.051, 67410.01008334037), (1718272922.058, 67410.01008334037), (1718272927.117, 67401.56134556819)]",,1718272863.359602
,,sell,60,completed,67405.80683314143,1718272992.059,67442.5867703798,loss,1718272747888,RSI Overbought,"[(1718272932.054, 67405.80683314143), (1718272937.057, 67414.5020627144), (1718272942.126, 67419.32731172709), (1718272947.05, 67417.86625622112), (1718272952.058, 67422.41512353942), (1718272957.067, 67413.87052338208), (1718272962.058, 67419.8753606835), (1718272967.059, 67421.91092529193), (1718272972.066, 67418.19376821435), (1718272977.05, 67428.05835042773), (1718272982.075, 67426.35553849199), (1718272987.132, 67434.71827718202), (1718272992.059, 67442.5867703798)]",,1718272927.8881767
,,sell,60,completed,67350.45753752429,1718273412.077,67350.45753752429,loss,1718272992612,RSI Overbought,"[(1718273412.077, 67350.45753752429)]",,1718273172.6123166
,,sell,60,completed,67270.1345246489,1718273642.059,67270.1345246489,loss,1718272992612,RSI Overbought,"[(1718273642.059, 67270.1345246489)]",,1718273172.6123166
,,sell,60,completed,67287.95836590735,1718273702.061,67287.95836590735,loss,1718272992612,RSI Overbought,"[(1718273702.061, 67287.95836590735)]",,1718273172.6123166
,,sell,60,completed,67256.80201150238,1718273727.941,67256.80201150238,loss,1718272992612,RSI Overbought,"[(1718273727.941, 67256.80201150238)]",,1718273172.6123166
,,buy,120,completed,67335.42848337299,1718274227.061,67351.57593585824,win,1718273922548,SMA Crossover,"[(1718274104.03, 67335.42848337299), (1718274107.14, 67345.88793958204), (1718274113.03, 67346.79568598667), (1718274117.229, 67346.39261003122), (1718274122.13, 67341.91949966222), (1718274127.154, 67349.03387325109), (1718274132.14, 67348.17412490236), (1718274137.123, 67353.05057101276), (1718274142.12, 67348.64286936534), (1718274147.068, 67348.64286936534), (1718274152.071, 67348.51900979364), (1718274157.075, 67350.08289187665), (1718274162.052, 67349.26999410985), (1718274167.059, 67353.7941530743), (1718274172.135, 67351.3933490921), (1718274177.051, 67351.90473588157), (1718274182.061, 67351.48584124206), (1718274187.129, 67350.89379694882), (1718274192.055, 67350.91542162054), (1718274197.055, 67353.09059860744), (1718274202.126, 67353.09059860744), (1718274207.051, 67356.7741313095), (1718274212.07, 67353.83228083605), (1718274217.117, 67349.73093510226), (1718274222.052, 67348.22124981068), (1718274227.061, 67351.57593585824)]",,1718274102.5484903
,,sell,60,completed,67350.89379694882,1718274247.129,67356.68603690312,loss,1718274002505,RSI Overbought,"[(1718274187.129, 67350.89379694882), (1718274192.055, 67350.91542162054), (1718274197.055, 67353.09059860744), (1718274202.126, 67353.09059860744), (1718274207.051, 67356.7741313095), (1718274212.07, 67353.83228083605), (1718274217.117, 67349.73093510226), (1718274222.052, 67348.22124981068), (1718274232.228, 67353.8766764248), (1718274237.049, 67353.79225372717), (1718274242.061, 67355.76909976322), (1718274247.129, 67356.68603690312)]",,1718274182.5058403
,,sell,60,completed,67356.68603690312,1718274312.076,67358.34378101262,loss,1718274067628,RSI Overbought,"[(1718274252.806, 67356.68603690312), (1718274257.058, 67355.70229223429), (1718274263.833, 67351.73495635214), (1718274267.228, 67351.73495635214), (1718274272.123, 67349.57548193737), (1718274277.151, 67353.47209212641), (1718274282.132, 67357.64078066305), (1718274287.129, 67360.70431763382), (1718274292.124, 67360.48920903738), (1718274297.05, 67361.25208341506), (1718274302.063, 67361.3731158603), (1718274307.125, 67354.37920651677), (1718274312.076, 67358.34378101262)]",,1718274247.6284516
,,buy,120,completed,67362.45471118884,1718274777.049,67375.24390984973,win,1718274472902,SMA Crossover,"[(1718274657.142, 67362.45471118884), (1718274662.072, 67362.45471118884), (1718274667.126, 67365.28597915388), (1718274672.064, 67367.90733407202), (1718274677.07, 67363.01290903092), (1718274682.127, 67361.11122654995), (1718274687.05, 67365.88527291146), (1718274692.06, 67365.96785334958), (1718274697.128, 67365.9636135378), (1718274702.053, 67367.71402660785), (1718274707.06, 67365.34394556705), (1718274712.134, 67363.22751853391), (1718274717.051, 67365.23099373182), (1718274722.057, 67373.43257567701), (1718274727.125, 67373.43257567701), (1718274732.062, 67374.18470347147), (1718274737.058, 67370.16275102229), (1718274742.073, 67370.16275102229), (1718274747.051, 67374.49158395178), (1718274752.063, 67376.59996577248), (1718274757.074, 67376.59996577248), (1718274762.063, 67375.41975394014), (1718274767.06, 67373.17371081126), (1718274772.073, 67370.87072754161), (1718274777.049, 67375.24390984973)]",,1718274652.9021852
,,sell,60,completed,67376.56817855456,1718274847.736,67370.36752667963,win,1718274602492,RSI Overbought,"[(1718274787.13, 67376.56817855456), (1718274792.057, 67390.87071500045), (1718274797.056, 67369.84926359073), (1718274802.125, 67369.94880124838), (1718274807.053, 67373.82020581182), (1718274812.068, 67377.2453166055), (1718274817.23, 67371.20926334153), (1718274822.143, 67368.93953047553), (1718274827.129, 67369.39690311931), (1718274832.452, 67370.19451596893), (1718274838.73, 67369.42754188039), (1718274842.142, 67367.73795024726), (1718274847.736, 67370.36752667963)]",,1718274782.4927943
,,sell,60,completed,67380.21091159276,1718274997.219,67385.51002775377,loss,1718274752481,RSI Overbought,"[(1718274937.12, 67380.21091159276), (1718274942.053, 67373.41406398201), (1718274947.053, 67371.05859381164), (1718274952.222, 67368.62032531203), (1718274957.048, 67363.96589438592), (1718274962.065, 67369.15762956753), (1718274967.124, 67367.18885104735), (1718274973.891, 67365.97542790374), (1718274978.764, 67378.10987160652), (1718274982.219, 67397.56425785241), (1718274987.144, 67385.81021374298), (1718274992.124, 67385.51002775377), (1718274997.219, 67385.51002775377)]",,1718274932.4813256
,,sell,60,completed,67374.47105261618,1718275704.327,67580.75752225661,loss,1718274872524,RSI Overbought,"[(1718275067.055, 67374.47105261618), (1718275072.134, 67380.41623138249), (1718275077.05, 67378.60691665368), (1718275087.128, 67384.79583411878), (1718275092.069, 67398.61404896347), (1718275097.053, 67390.6678118367), (1718275704.327, 67580.75752225661)]",,1718275052.5241194
,,buy,120,completed,67580.75752225661,1718275707.137,67584.7347748983,win,1718275002747,SMA Crossover,"[(1718275707.137, 67584.7347748983)]",,1718275182.7475986
,,sell,60,completed,67374.47105261618,1718275947.053,67662.38823553237,loss,1718274872524,RSI Overbought,"[(1718275067.055, 67374.47105261618), (1718275072.134, 67380.41623138249), (1718275077.05, 67378.60691665368), (1718275087.128, 67384.79583411878), (1718275092.069, 67398.61404896347), (1718275097.053, 67390.6678118367), (1718275947.053, 67662.38823553237)]",,1718275052.5241194
,,buy,120,completed,67662.38823553237,1718275952.057,67665.71818686443,win,1718275002747,SMA Crossover,"[(1718275952.057, 67665.71818686443)]",,1718275182.7475986
,,sell,60,completed,67374.47105261618,1718276057.057,67733.88715419783,loss,1718274872524,RSI Overbought,"[(1718275067.055, 67374.47105261618), (1718275072.134, 67380.41623138249), (1718275077.05, 67378.60691665368), (1718275087.128, 67384.79583411878), (1718275092.069, 67398.61404896347), (1718275097.053, 67390.6678118367), (1718276057.057, 67733.88715419783)]",,1718275052.5241194
,,buy,120,completed,67733.88715419783,1718276062.124,67742.6085818171,win,1718275002747,SMA Crossover,"[(1718276062.124, 67742.6085818171)]",,1718275182.7475986
,,sell,60,completed,67374.47105261618,1718276954.803,67839.3967569542,loss,1718274872524,RSI Overbought,"[(1718275067.055, 67374.47105261618), (1718275072.134, 67380.41623138249), (1718275077.05, 67378.60691665368), (1718275087.128, 67384.79583411878), (1718275092.069, 67398.61404896347), (1718275097.053, 67390.6678118367), (1718276954.803, 67839.3967569542)]",,1718275052.5241194
,,buy,120,completed,67839.3967569542,1718276957.154,67838.5943358351,loss,1718275002747,SMA Crossover,"[(1718276957.154, 67838.5943358351)]",,1718275182.7475986
,,sell,60,completed,67788.68563456515,1718280477.053,67796.10713772241,loss,1718280233409,RSI Overbought,"[(1718280417.127, 67788.68563456515), (1718280422.063, 67788.1010448885), (1718280427.066, 67788.33023105843), (1718280432.052, 67788.50586614234), (1718280437.048, 67788.50586614234), (1718280442.066, 67795.58207328034), (1718280447.048, 67796.3275772763), (1718280452.052, 67795.56271353115), (1718280457.125, 67793.77425749825), (1718280462.047, 67791.02574865102), (1718280467.05, 67793.94577523286), (1718280472.061, 67793.94577523286), (1718280477.053, 67796.10713772241)]",,1718280413.409871
,,buy,120,completed,67769.01526467512,1718280917.046,67822.25840642933,win,1718280612525,SMA Crossover,"[(1718280797.049, 67769.01526467512), (1718280802.068, 67768.93487845418), (1718280807.304, 67769.4287487975), (1718280812.052, 67771.62304859512), (1718280817.126, 67782.63161852372), (1718280822.049, 67782.63161852372), (1718280827.049, 67781.83119132592), (1718280832.123, 67781.83119132592), (1718280837.046, 67809.62456557789), (1718280842.053, 67813.3486485621), (1718280847.063, 67816.51830937437), (1718280852.056, 67816.51830937437), (1718280857.052, 67825.16570725101), (1718280862.064, 67822.87844897709), (1718280867.045, 67843.67305849674), (1718280872.054, 67834.64987102091), (1718280877.053, 67834.70911574518), (1718280882.055, 67835.07788728079), (1718280887.056, 67833.82446145223), (1718280892.064, 67835.09417232551), (1718280897.045, 67839.9552955878), (1718280902.055, 67831.82236977485), (1718280907.119, 67821.12724910707), (1718280912.053, 67832.06665221819), (1718280917.046, 67822.25840642933)]",,1718280792.5254679
,,buy,120,completed,67835.07788728079,1718281002.051,67824.03287159406,loss,1718280697507,SMA Crossover,"[(1718280882.055, 67835.07788728079), (1718280887.056, 67833.82446145223), (1718280892.064, 67835.09417232551), (1718280897.045, 67839.9552955878), (1718280902.055, 67831.82236977485), (1718280907.119, 67821.12724910707), (1718280912.053, 67832.06665221819), (1718280922.815, 67826.53447683925), (1718280927.064, 67828.30123730595), (1718280932.123, 67825.88743586077), (1718280937.223, 67824.96007196746), (1718280942.131, 67829.34527246108), (1718280947.067, 67829.34527246108), (1718280952.13, 67829.52498719443), (1718280957.14, 67836.39703496256), (1718280962.058, 67831.6549870366), (1718280967.124, 67828.90591201956), (1718280972.05, 67833.6283759726), (1718280977.047, 67836.21602848274), (1718280982.066, 67838.00440679563), (1718280987.048, 67835.69543451432), (1718280992.057, 67830.74255442298), (1718280997.066, 67827.46833070995), (1718281002.051, 67824.03287159406)]",,1718280877.5072725
,,sell,60,completed,67815.12400132629,1718281102.629,67796.05348957493,win,1718280857510,RSI Overbought,"[(1718281042.067, 67815.12400132629), (1718281047.046, 67811.87101354949), (1718281052.062, 67811.7238672684), (1718281057.065, 67811.7238672684), (1718281062.048, 67807.10406454375), (1718281067.052, 67809.0947037969), (1718281072.063, 67813.94256531718), (1718281077.047, 67793.50266471277), (1718281082.058, 67797.31149193761), (1718281087.064, 67795.30993517108), (1718281092.076, 67792.45046860393), (1718281097.054, 67799.3940868691), (1718281102.629, 67796.05348957493)]",,1718281037.5106235
,,buy,120,completed,67762.54594738483,1718281287.061,67788.50384115429,win,1718280982499,SMA Crossover,"[(1718281167.045, 67762.54594738483), (1718281172.053, 67771.89351111221), (1718281177.051, 67772.11949400573), (1718281182.046, 67772.11949400573), (1718281187.05, 67778.25835061696), (1718281192.064, 67778.25835061696), (1718281197.045, 67758.07769292178), (1718281202.056, 67758.07769292178), (1718281207.064, 67760.13243294934), (1718281212.074, 67760.81075617702), (1718281217.049, 67763.54339214084), (1718281222.067, 67760.09771911697), (1718281227.047, 67762.8187825288), (1718281232.071, 67763.19583054194), (1718281237.059, 67763.19583054194), (1718281242.052, 67768.17060432438), (1718281247.046, 67764.73584854028), (1718281252.061, 67765.99604253194), (1718281257.045, 67757.29489680837), (1718281262.052, 67756.21610409059), (1718281267.065, 67766.8209930882), (1718281272.052, 67777.03498982447), (1718281277.052, 67779.70494671343), (1718281282.066, 67780.34122557934), (1718281287.061, 67788.50384115429)]",,1718281162.4993849
,,buy,120,completed,67821.32116132508,1718281582.065,67829.80029169683,win,1718281277509,SMA Crossover,"[(1718281458.736, 67821.32116132508), (1718281462.834, 67825.47152546345), (1718281467.133, 67825.47152546345), (1718281472.128, 67828.06706292588), (1718281477.222, 67826.65219085143), (1718281482.147, 67825.83519988495), (1718281487.132, 67837.939901254), (1718281492.126, 67827.8516358756), (1718281497.044, 67834.63264045304), (1718281502.06, 67833.7493727777), (1718281507.138, 67831.19534620574), (1718281512.128, 67832.11207116276), (1718281517.052, 67831.9883063506), (1718281522.064, 67837.92444031844), (1718281527.048, 67834.57607006532), (1718281532.132, 67820.48261952747), (1718281537.063, 67823.24247112944), (1718281542.056, 67823.24247112944), (1718281547.098, 67832.45698396869), (1718281552.065, 67828.86853843428), (1718281557.045, 67822.2070677883), (1718281562.05, 67824.66105615335), (1718281567.07, 67819.05599109727), (1718281572.061, 67818.44862984652), (1718281577.056, 67829.80029169683), (1718281582.065, 67829.80029169683)]",,1718281457.5090847
,,sell,60,completed,67834.57607006532,1718281587.045,67834.80515272285,loss,1718281342590,RSI Overbought,"[(1718281527.048, 67834.57607006532), (1718281532.132, 67820.48261952747), (1718281537.063, 67823.24247112944), (1718281542.056, 67823.24247112944), (1718281547.098, 67832.45698396869), (1718281552.065, 67828.86853843428), (1718281557.045, 67822.2070677883), (1718281562.05, 67824.66105615335), (1718281567.07, 67819.05599109727), (1718281572.061, 67818.44862984652), (1718281577.056, 67829.80029169683), (1718281587.045, 67834.80515272285)]",,1718281522.5901814
,,buy,120,completed,67846.70826901437,1718281907.05,68296.15444740698,win,1718281602504,SMA Crossover,"[(1718281787.046, 67846.70826901437), (1718281792.059, 67851.98765174164), (1718281797.044, 67849.70354759131), (1718281802.063, 67845.17007942851), (1718281807.125, 67887.16241819852), (1718281814.942, 68254.56945147745), (1718281817.05, 68322.93811423804), (1718281822.068, 68322.93811423804), (1718281828.628, 68180.7924149552), (1718281832.127, 68180.7924149552), (1718281837.938, 68079.01965031483), (1718281842.13, 68004.20821173376), (1718281847.147, 68004.20821173376), (1718281852.126, 68138.13522757073), (1718281857.339, 68166.48952363162), (1718281862.066, 68165.68623549178), (1718281867.07, 68165.68623549178), (1718281872.048, 68165.4118583092), (1718281877.057, 68212.24985055505), (1718281882.063, 68213.73357558007), (1718281887.045, 68275.19306119588), (1718281892.051, 68269.65996741256), (1718281897.057, 68250.83234146069), (1718281902.047, 68265.97853838663), (1718281907.05, 68296.15444740698)]",,1718281782.5041199
,,sell,60,completed,68073.3130583343,1718282152.065,68074.31696934515,loss,1718281907970,RSI Overbought,"[(1718282092.065, 68073.3130583343), (1718282097.046, 68083.22988528931), (1718282102.06, 68103.11261338281), (1718282107.067, 68082.57813283276), (1718282112.061, 68064.9801915525), (1718282117.055, 68063.85273823772), (1718282122.066, 68063.85273823772), (1718282127.045, 68070.4862725653), (1718282132.053, 68070.40426618798), (1718282137.049, 68075.13690108094), (1718282142.047, 68064.1630799847), (1718282147.051, 68074.92434532176), (1718282152.065, 68074.31696934515)]",,1718282087.9704225
,,sell,60,completed,68037.452412034,1718282327.049,67928.3375156117,win,1718282082542,RSI Overbought,"[(1718282267.049, 68037.452412034), (1718282272.124, 68062.09780463032), (1718282277.045, 68019.43076770249), (1718282282.052, 67997.02973425837), (1718282287.132, 67920.30115327449), (1718282292.056, 67901.66615794595), (1718282297.052, 67900.56488875253), (1718282302.066, 67900.56488875253), (1718282307.046, 67921.06300315517), (1718282312.053, 67916.94200863251), (1718282317.064, 67923.19308273772), (1718282322.048, 67922.61175770166), (1718282327.049, 67928.3375156117)]",,1718282262.5427139
,,sell,60,completed,67894.87437565181,1718282427.047,67818.11751521625,win,1718282182906,RSI Overbought,"[(1718282364.341, 67894.87437565181), (1718282367.92, 67888.50265281562), (1718282372.066, 67876.69770318021), (1718282378.521, 67858.46145457929), (1718282382.934, 67798.64004841802), (1718282387.061, 67802.61852235725), (1718282392.919, 67796.69507931951), (1718282397.135, 67806.5830395301), (1718282402.135, 67800.71323862791), (1718282407.12, 67798.10087639526), (1718282412.127, 67814.12741521964), (1718282417.057, 67817.94165300335), (1718282422.076, 67811.55206777851), (1718282427.047, 67818.11751521625)]",,1718282362.9064965
,,buy,120,completed,67740.3464135752,1718282862.046,67766.88220966782,win,1718282558400,SMA Crossover,"[(1718282742.14, 67740.3464135752), (1718282747.06, 67744.31155089548), (1718282752.154, 67761.03582790263), (1718282757.143, 67764.8985305434), (1718282762.065, 67764.32969538147), (1718282767.127, 67763.21887498292), (1718282772.05, 67762.12701285271), (1718282777.057, 67753.58747163924), (1718282782.123, 67753.58747163924), (1718282787.046, 67747.48690199525), (1718282792.051, 67737.20347920731), (1718282797.065, 67727.88290218853), (1718282802.048, 67734.4635016263), (1718282807.05, 67735.15887195662), (1718282812.064, 67735.15887195662), (1718282817.051, 67724.9530219151), (1718282822.053, 67734.007976963), (1718282827.122, 67728.38894091432), (1718282832.054, 67720.9152982091), (1718282837.051, 67721.94269725059), (1718282842.061, 67734.64763397779), (1718282847.047, 67739.86021099685), (1718282852.051, 67741.08781739409), (1718282857.124, 67766.4734784081), (1718282862.046, 67766.88220966782)]",,1718282738.4000976
